"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating,comment
54334,45315,9.5,"Last few weeks, our group had a blast with this game."
154394,20963,7,"Scotland yard with equipment and events. Fun in right company"
45777,55660,8,"Nice illustration as always!  (Note: all plays are recorded under the base game.) "
100326,24480,7.5,"High churn game. I like this better than most, or I'm getting used to the genre."
27887,2452,6.5,"Fantastic game for the younger folks.  My kids have not played it much since they were twelve or so."
56319,9209,8.5,"We don't play it as much as we used to but when we do it is still fun."
79773,9674,7,"Probably my favorite abstract game."
144085,4390,9,"I actually think this is better than Carcassonne! While in Carcassonne you need a couple of expansion for the game to take off, here it's fun in the simple way it's presented. It plays a lot faster and it feels like you have a lot more to do than in Carcassonne. Well, I guess I just like this better ..."
60863,2163,10,"I love this game, but have trouble getting anyone I know to play it.  Oh well, sometimes I get it out and play a scenerio alone just for fun. If you like games and the movie Alien, check into this bit of sci-fi board-fare. "
51601,157354,7,"Really fun game.  Don't like the theme as much (not into magic - djinn or using slaves).  Artwork top notch. "
1392,13,6,"I played all the time online, finally got to play in person.  The game is a bit too much luck based for me (I need luck in a game to really enjoy it, but this game is like 90% luck).  It's fun with the family, but it really feels like anyone can win at any time.  Because the robber can seriously cripple people with a lead (and more times than not the table will roll 7's like crazy and if you were the first one in a large lead, they'll just destroy you and not even realize when others are in the lead).  It's funny, but frustrating when you're on the ugly side of it.  So, fun for the family (so long as no one's a sore loser), but not a gamer's game."
17735,102794,9,"I am really enjoying this game.  Replacing the cards from Agricola with the buildings that are open to everyone is a nice change that brings more balance to the game (although planning your cards in Agricola is a lot of fun).  Questing is an interesting mechanism as well.  Have played with 5 players and 3 players.  5 players was a tight game that had a similar feel to Agricola.  3 players was much looser than I remember Agricola being at that player count."
86997,24508,8,"This is easily one of the simplest games I have ever played. However it still leaves you with some interesting choices. Despite the cover, the components are truly gorgeous."
157562,122515,7.7,"Tentative rating based on one play.  Nice, very innovative game (though Asara done one-color worker placement earlier). And very fiddly.  The whole game is fun. But - after the game you don't feel like you've acomplished ""something"". Pushed some cubes here and there, turned around some tiles. No turning points, no really heavy tension. I don't know. Nevertheless - check it out. Some innovative stuff is there, but (I think) it all lacks final development by the external publisher."
191234,50,5.5,"Played on HappyMeeple"
154394,136888,6,"OK filler if played fast"
3375,92828,5.5,"for me this game really shines when played with people you don't know so much because you can gain an insight into their minds, or with people you know and do not play it with them often (after a while certain associations are created and fixed and then it's just not that fun). the best thing about this game is the conversations that explain who selected which card and why. i think that the scoring isn't really necessary and it's more fun to just play it for the stories you can create. best thing is, when you go on holiday with people who usually don't play board games you don't need to take the box with you, just take the cards alone, play it as you like and have fun. really only downside is, that it can get repetitive quickly"
181622,2655,8,"Pocket Version Expansions Owned: Pillbug"
7765,134342,10,"Lords of Waterdeep is my favourite pure worker placement game. I don't feel like I will ever need another game in the genre."
60113,3201,10,"By far my favorite Reiner Knizia game. A perfect blend of the abstract and the thematic."
45233,15987,7,"Really liked this but it took too long to set up and play.  If I ever have 3 hours to play a board game, I'm almost certainly choosing Mage Knight, so reluctantly sold this to hopefully a good home where it will get more love."
42131,138161,10,"Roam around the galaxy completing missions."
160507,826,8,"A pretty cool little game about pirates escaping from jail. There are just two simple rules and one victory condition, but strategy is important!  (Of course, on the first two plays, I screwed up one of those two rules. Oh, well.)"
138000,65244,10,"A very good co-op for families and lighter gaming groups. I wouldn't bring to my gamers game night but I can play this with my wife which is a big plus."
93912,204583,7,"This is a quick game that is perfectly suited for kids, but seems to have some good strategy in it too.  It seems (3 games in) to have a surprising amount of depth considering how fast it is, as you have to make decisions around best pieces, how to fit them, and denying your opponent. It's satisfying to domino your pieces together too.  "
108997,172225,9,"Simple and fun game. Even more fun with Imploding Kittens. Most people rate it at 6 because they play this game in a wrong way. 2-5 players is not the top performance spot of this game. From my experience I recommend 6-8 players and this is the way party game work."
28772,144733,8,"I like this game, but I have a feeling that it might be nearly ""solved.""  I thought the trans-Siberian might be dominant, but I was beaten by the Kiev/factory strategy when the third player also went for the trans-Siberian.  I think it was due to the lack of competition in the factories rather than competition in the trans-Siberian.  The problem lies in that to execute the trans-Siberian requires a full commitment for the whole game or it won't be effective.  So the game might come down to which strategies people commit to at the beginning of the game.  The person with the least competition wins.  Fortunately, I like playing this game to see if my theory holds.  Unfortunately, it is hard to find opponents that are at the same level of experience."
24732,3,7,"Combat is like 'Go' with different valued pieces.  Game play is improved with a strong intuition.  Small advantages can be magnified by inducing 'ties' on combat results."
133915,30549,8,"Get the On The Brink expansion and play forever!"
61584,2381,7,"This is a fun party game which is good for some laughs (at least in our family). CAn get old kind of fast, but I really like it as a filler."
61465,90419,7,"May go up after additional plays. A very tight and balanced design."
51610,25292,7,"NOTE: Game might have changed from prototype!  Impressions after two games:  Overall: Fun! Manages to capture the feel of sailing the seas, of pirating and trading very well. Lots of theme, lots of cards with texts on them, lots of dice, too.   Risk-taking is a big part of the game, and it can be really nasty: Storms force you around, wars prevent you from trading where you wanted to, and of course, big baddy Blackbeard had to attack you, of all ships.  However, bad things happen to everyone (there's a whole lot of fun watching the trouble of other players), and even after a series of bad rolls and card draws, or after dying three times (as I did in my second game), you might still win in the end.  Even so, if you can't live with temporary (random) setbacks, the game is probably not for you.  The game mechanics are simultaneous action selection (which direction am I going to sail? Or would I rather go to port, scout for ships to combat, or try to follow another ship?), commodity demand by randomly drawing chits, random events from a card deck, and rumor cards that the players draw.  You have lots to do and decide. Am I going to be pirate or trader? Am I going to pursue a rumor, or rather try to make money by trading or sinking merchant ships? Should I upgrade the ship I have, or rather save the money for a better ship? And so on.  I'd love to play it again...  UPDATE: Published version, played one two-player and one three-player game. Although some rules have changed, the feel of the game is still the same, and I see my current rating confirmed.  UPDATE 2: The game did lose some flavor as compared to the beta version, but it plays a lot shorter. Luck can be a massive factor. The fact that now players can turtle from harbor to harbor means that in some cases, lucky players are hard to attack, and therefore can reach their 10 glory points rather quickly."
118836,34635,8,"Very good light family euro with dice"
32664,36218,7,"The original deckbuilding game with very easy rules but also a lot of replayability and depth. Good gateway game. I recommend that if you like it, you should definitely get couple of expansions since they add so much more cards to play and variety. The reason why I give it only 7 is because it is quite light on strategy when you have played it a lot (experienced players usually go for the same 4-5 cards) and my group has definitely ""exhausted"" it with probably 50+ games (same with Carcassonne)."
170165,21523,7,"Brilliant progression, but it takes far to long and therefore does not get played enough. Still haven't found the game that can replace it."
185082,123260,7.5,"A city building game. It always lasts just a little too long for my tastes, and there are rules and details I have to look up every single time I play! It just isn't intuitive to me. In the game's defense it seems well designed even if my brain isn't."
54268,463,10,"I no longer play, but it will always hold a special place for me. I was a big MtG junkie for many many years, but friends move away and times change. The bulk of my collection has since been sold off. Recently I've been able to trade many of my old cards online to build my board game collection. I still have plenty of cards to build decks with if I ever wanted to play again.  I've waffled on the rating for this one. It's not something I play anymore and don't want to play all the time, so by the BGG definition it's probably a 6. However, I LOVED this game for years and have so many fond memories from it, I think I have to give it a 10, a sort of lifetime achievement award. That feels right."
90923,25292,6,"Good theme play.  Game easy to learn and play, some fiddly rules.  Game plays OK.  Would like to see the NPCs move much more.  Game seems too focused on buying and selling of goods whether playing a pirate or a merchant.  Excellent combat system but I don't care for the PvP aspect.  Playing a Merchant is dull.    The game components are excellent - mounted board (although a dull color scheme), plastic playing pieces, fairly durable cards.  Game length is about 2 hours but feels alright."
115158,1927,6,"sale at 3 euro's, gave it way"
191116,91312,6,"Sort of feels like the Lords of Waterdeep of area control games. It's very simple, but almost to the point of being able to play on autopilot. At the same time, I think fans of the source material will really enjoy this. There was just a little too much junk rattling around and not enough control for me to want to hang onto this over others in the same genre. Especially since the board feels so wide open that there isn't much tension on who will control what."
27003,5,6,"Considered by many to be THE stock market game, at which it succeeds. However, may be too abstract for many of the players in my group."
80659,18,5,"Glad I finally tried this. As I suspected, it's not really my kind of game, what with my poor spatial reasoning and dislike of too much randomness in games. I appreciate the design, but not my thing."
44483,7854,8.5,"This game is like a mix of omok and othello. Love it!"
175989,103885,8,"Takes forever to set up, but this game is gorgeous in its execution and simple in its execution.  While I'm getting a little sick of the metagame and the not-from-the-movies sets, that's MY issue, not the game's.  I always want to play another game once my game is over."
100115,194655,8,"Rating at 8 for now. Some gods seem stronger than others by a noticeable margin but more plays may change that. Beautiful production and quick gameplay are huge pluses here.  [b]Golden Fleece[/b]"
112124,70919,8,"There's tile placement, abilities and three different way to score. Easy gateway game for all ages, marvelous illustrations and the BEST PANDA miniature EVER. "
56726,11,8,"I enjoy this.  Love the interactivity and negotiating that goes on.  2-player variant just seemed way to random.  Didn't care for it much at all."
101885,22545,5,"A mish mash of mechanics that you've seen a billion times before. But if you can deal with the sameness of it, it definitely entertains."
82098,131357,8,"Kickstarter edition. "
19489,25417,8,"Think out of the command and colours system this is my favorite  , loads of stuff going on and really like the lore system."
94043,37380,10,"The best surprise from Essen 2008."
154441,13004,7,"Wonderful family or casual game, simple but deep. "
22857,97207,7,"Worker placement with a whole lotta luck depending upon what cards are drawn. Decent design, but doesn't really sing to me. Board is a bit busy and unclear. Still, the pets are fun, thematic, and adorable."
21885,463,7,"Sold all my cards long ago.  It was the first CCG, so it certainly had a lot of problems with design which were corrected by later CCGs.  The best thing it has going for it is that everybody knows it, and so that will occasionally get me to play."
148676,13,8,"My family's favorite go to game.  Got us started playing euro games 3 years ago and we still enjoy it immensely. "
48679,18602,8,"A game for a king. Maybe requiring a bit dry thinking, but also dynamic and interesting."
98495,70323,8.5,"A fun and light-hearted dice rolling game about giant monsters battling in a city.  Great flavor, a ton of fun and a great game for new games and kids to get into gaming with.  Despite that there is enough to the design that you can strategize, and enough variance from the dice and cards that anyone can win."
52258,37759,6.9,"A fun 'push your luck' game with a good poker face required!"
101987,84876,7.5,"Less players the better in my experience. Player interaction and a fun pressure ramps up nicely when there are less tiles to grab.  Maybe just a phase too long as there was little to really do or get excited by the 20th turn, other than scrape in a couple of extra points which, if you've smart players in your group (me not included) is meaningless as they'll have shot ahead on the points track with no hope in catching them. The theme and visuals are very very bland indeed and you'll often be checking references to figure out which buildings do what. They are far too plain to be recognisable at a glance.  That aside, I still enjoyed the mechanics of this immensely. Very smooth and satisfying gameplay."
60935,172,7.5,"Nice and quick playing, easy to teach, good combination of luck and strategy.  I can imagine settling on a particular way to play this after awhile, but at present its quite a lot of fun, and quick enough to get in several games in a row."
121866,59294,7,"An interesting one this one... In some ways it's a war game but ultimately victory relies on the sub game of the questing. I can't really put my finger on how I feel about that yet... I think it was a good idea to put the game into the same world as Descent. Production is good although I'm not sure it really needed to be in the epic sized box. Based on one play as the vanilla humans."
147741,8098,3,"I liked this game a lot better the first time when it was called Egyption Rat Screw, and you played it with a regular deck of cards, and it didn't suck. I guess it's amusing that the cards are purposely similar to trick you, but then it's also amusing that a Stanford sports team is named after a color rather than some animal, but that doesn't mean I like football."
161797,2993,8,"Adds a bit more flavor to the classic and the uber-meeple, too."
38487,1294,4,"Holds up better than a lot of older board games, but still not actually all that good. Mystery of the Abbey and Scotland Yard are better deduction games, and I know there are others I haven't played yet. That said: were I trapped in a cabin for a week with just Monopoly, Risk, Life and Clue, I'd play a metric gripload of Clue."
27067,132531,8,"Engine building, Dice (but still controlled randomness), what's not to like? Glorious Game!"
184454,66589,8,"At first I ranked this below Hamburgham but now I rank it above.  There is not very much interaction but it is a good optimization game."
96605,105551,2,"i really wanted to like this game, but this game is broken. or perhaps we played it wrong. but if we played it wrong, then the author made a very bad job writing the rules."
15856,171,7.5,"I love chess. I will always love chess. Yay for Chess!!!"
141958,118048,7,"A bit long for what it is, but Targi presents a very interesting mechanism that I've not seen in any other game.  I imagine the game gets even better when both players have learned all the Tribe cards."
89327,320,6,"Probably one of my favourite American Family Night games, though I have a hard time spelling. :-)"
92584,9209,8,"Great family game. After I got this game it made me wonder why we ever played monopoly. Granted these are two separate types of games but this is way more entertaining."
108359,65244,7,"Nice coop gate way game. My rating might decrease due to replay value... time will show"
86734,30933,7.2,"new in shrink"
82071,29368,8,"Best zombie game out there "
76252,127067,6,"Really disappointed that this didn't include evolution cards for Brockenbar. :-("
52807,13,9,"A classic game that is deserving of its status."
91292,100423,7,"My favorite of the Cthu..Ctful..Cuthf…that guy games! Plays quick, has interesting choices and a lot of tension!"
14197,478,8,"Will only play with 4 or 5 players. Need to reduce building goal to shorten game length."
189543,3955,2,"Game provides a lot of incentive to gang up on one player (whether they're winning or not) and once you're out, you get the pleasure of twiddling your thumbs and counting dots on the ceiling while waiting for the game to conclude so you can play something else.  Yay!"
49711,3955,1,"Player elimination = lame; same problems as werewolf; people eliminate you without rationale; too long for an elimination game & there is nothing interesting to watch once you are out."
126551,3201,8,"A good game, very chess-like.  My appreciation of this has gone up a fair bit recently"
83495,432,6,"Interesting decisions overall. A good light filler."
34093,9217,8,"Clever, easy and nice game. Good for gateway."
99618,171,8.8,"A very cool looking chess set - basic cardboard board, but the pieces are really neat looking and, rather importantly to me, very durable. The only downside is that the cave trolls - bishops for the black side - are a bit on the large side, and can kind of be annoying to move around. Still, a nice chess set for everyday play if you're a Lord of the Rings fan."
103562,2591,10,"This makes the basic game so much better."
44459,1406,1,"Didn't even like this, you know, back then. Baseline for misery."
70764,24480,6,"I thought it'd be something much more better. I mean more strategy game. I can see fun, but for me it's kind of boring. Not too many strategies to choose. I can't even build anything.   Of course it was worth to play just for the sake of its mechanics when placing builders. Player who started this round takes randomly from the black sack one builder. It can be his color or someone else. Then he puts it on a free (7th space) of a something like a clock... This player can pay seven and place his builder somewhere on the board, or just pass. I think I'd play it again just for that part of the game... ;)"
33721,164153,7,"Didn't like this game at first- though we played with only 2 players. But with 5 players at the table, it changed my view. The game is good!  "
37147,27708,8,"Punched, bagged, played once.  No insert."
13728,136063,8,"I feel like this is the gamers version of Forbidden Island. It takes everything and kicks it up a notch. One of the best co-op games I own. "
99743,84876,7.3,"After one play, I can see why it's so well regarded -- a lot of strategies to try, and seems very well balanced (I managed to squeak out a win by 2 points, having only built 2 buildings, but was only one mine away from filling up and taking small or large bonus for everything else).    There's a lot going on, and a lot to learn, but the iconography helps a lot once you figure it out.  It would be nice if the buildings were more distinctive.  The setup and cleanup time are quite long.  I'd love to play again, but ultimately, I very rarely have the opportunity to play a game that takes longer than 45-60 min, so it's unlikely to happen again anytime soon."
107623,70323,9,"Monsters haven't been so much fun till I played KoT. The question that I never answer right seems to be when should I get out of Tokyo!"
100050,93,9,"The daddy of all area control games.  I think it might be a little too chaotic with five, but I played with three and fell in love with it.  The castille really makes the game; having that hidden scoring and last-minute chance to affect the board really brings a lot of tension to the game."
10849,926,7,"I actually really enjoyed this when we played, but the people who are interested in Settlers don't really want to make it this hardcore and the people who are interested in playing something that's 2 hours and a more serious game would rather play Agricola or Glory to Rome or Castles of Burgundy."
28559,13,7,"Settlers of Catan with either the Cities and Knights expansion or the Helpers of Catan expansion is one of our all-time favorites; either bumps the rating up a notch. (Note that Star Trek Catan is the same game but with different theme AND the Helpers of Catan included.)"
141127,110327,8,"I play this weekly.  For almost 6 months I've enjoyed this game.  ALWAYS played with the expansion.  I don't know how it plays without and won't ever know.  4 stars amazing game."
160591,71,8,"Those college days! My actual plays of this game were more than a decade ago. But at that time it was the best game I ever played and I would jump on a game whenever I get the opportunity. Which is not very likely to show up soon. After all, getting 7 players to spend 10hrs+ on a single game is not an easy endeavour."
142487,22141,7,"Rating after 1 play.  Quite a bit of luck but fun.  I gifted a copy to a friend."
180796,102680,10,"Extremely difficult but highly rewarding."
151608,1234,7,"The fact that there are two very different ways to interrupt stories often confuses people, but once you get over that hump, the game is a blast.  Also, make sure to enforce the ""one one card per sentence"" and ""you can't leave open holes in the story before you end it,"" rules to make it more difficult for a runaway leader to emerge."
42381,13291,7.5,"I like the new cards. We mix in however we feel. "
143974,146021,6.75,"Acquired: Erik  Cooperative"
89327,14996,7.5,"Got this for my dad on Father's Day. They seem to enjoy it a lot and my wife and I get to play it whenever we visit them. Clever, eh??   While I enjoy this version of TTR a lot, I feel there are a few too many small tracks on the board for my taste."
80659,34635,6,"To me, it feels like there's nothing going on in this game. Maybe I just don't like dice, but it feels too swingy to me. It's not light enough to be a filler but not heavy enough to be satisfying. There are so many medium-complexity games that I would rather play.  UPDATE: After my second play, I upgraded this to a 6. I still stand by my original statement that it's not light enough to be a filler, but it's too heavy to be so dependent on dice. Still, maybe winning my second game had something to do with it, but I am willing to play this once in a while."
126241,155426,8.3,"Really enjoyable group game, quite easy to play.   Scoring is a bit tricky, but offset by the beautiful quality of the rooms."
128356,42,8,"A great game -- it's quite simple but it remains very deep.  I really enjoy the scoring mechanic that forces you to play for balance.  More confrontational than most games, which keeps things interesting.  I would rate it higher, but the theme feels a bit pasted-on, and as a more abstract game, the randomness in the tile draws can be frustrating."
60871,760,9,"Light."
9902,18602,8,"I have seen this described as a game of 'perfect information'. Whilst it is not quite that, it is a game which rewards skill and experience. In this respect, it has the potential to stand alongside the classic  strategy games. Time will tell."
124450,21523,7,"Only a couple of plays, very fun, and may grow on me as I learn the mechanics better."
36306,699,7,"There's just so much nostalgy included in this one. I remember playing it a lot back then. If I played this now it would probably turn out to be a bit too simple and contain a lot of illogical rules. So better keep it nostalgic!  Descent is the Heroquest of today and so much more, so I'll stick to that. "
154718,2243,5,"What to do when you have nothing to do."
64180,15062,7,"Still a good game but my love of it has waned over the years. I think I've just kind of had my fill of it by now."
122618,54,7,"Not bad but a bit too much downtime with more players and gets too repetitive with only 2 players. Not a fan of the set collection treasure. "
147732,15987,1,"I thought this was an interesting game.  It was kind of fun.  But tended to drag and get repetitive after a while.  There was also a descent amount of downtime in the game.    I only got one play with seven players though.  I'd be interested in trying it with less players probably next time.  Might also make it a little more challenging, as the group didn't seem to be in very much danger during our game."
123111,11170,9,"Initial ranking after a few first games (8).  My sons loved it.  I think the rating will go up with more plays.  Great theme, no downtime, simple rules, a fair amount of luck to make the game slightly unpredictable and lots of FUN.   One more note.  The customization aspect of this game is awesome.  If you have other miniatures, it is very easy to write your own army cards and invent custom rules.    One of the advantages of Heroscape is that, you can customize it to fit your needs.  By capping the army limit, you control the game length.  By building your own map and choosing one of many scenarios, you make each game different.    The possibilities are overwhelming considering such simple rules.  An important note.  This game is ADDICTIVE. If you like it, you will soon want to have all the expansions and figures.  Multiple sets are required to build impressive maps, otherwise you will feel a little disappointed by comparing your designs with the photos on Heroscapers. I am not yet at this point, as this hits your pocket hard, but I think that I will try to complete the collection and have at least one unit of each available.  With +70 games played, I have upgraded the ranking to 10, because the game deserves it.  In contrast to many eurogames, each game tells a story and you can actually remember battles even after several weeks.      Remember: buy at least TWO from each COMMON SQUAD expansion pack.  Certain units simply play better when you have more figures and it is easier to control your army when you have fewer army cards on your side.  -1 for setup time."
40764,2511,9,"Not likely to trade, just want to see what it matches with."
24827,66589,9,"Mac Gerdts is perfecting his rondell system with every game and this is nearing the peak of his performance. Like how exploration and industrialization blend in a perfect mish mash of gaming goodiness. A keeper for sure."
87624,62871,5,"Fun filler, but no player interaction and minimal decisions."
146456,187645,7,"Played once, really enjoyed it and clearly a well designed game.  I love it when games incorporate thematic storytelling elements seamlessly into game play mechanisms. This game does that all over the place and it really creates the feeling of playing out the movies.  Whilst the game is 11 out of 10 for theme, it felt like only a 6 or 7 out of 10 for creating interesting game play decisions. A lot of the game play is pretty simple and the combat in particular feels a little light for my tastes.  Had fun and would play again, but didn't leave me with a ""must play again"" feeling."
168558,136063,7,"Fun to play cooperative game. Light and easy but nice change of pace from time to time. "
192669,24480,8.2,"Excellent game.  Plays very well with 2, 3 or 4. "
26218,59946,8,"A board game set in the dungeons and dragons universe. I absolutely love this game, everyone acts as a hero and the DM at the same time. They should have included 5 D20s thought."
3987,10630,3,"Hate this game.. Too easy, and way too much luck! Takes too long to setup for what you get out of it."
154001,5,7.5,"Good, classic game, although 4 is the most i like to play with. Nice little introduction to stocks and bonuses."
51728,120677,10,"Phenomenal engine building game with added area control aspects and tons of strategy. I like these heavy euros and will always play it if it hits the table."
102356,823,8,"Plays well, even for kids. They learn to cooporate to beat the game."
110941,188,5.8,"Not family gaming or casual gaming.  Either you take the time to learn how to play this well, or it isn't worth playing. "
52258,10,7.2,"A game about efficiency - efficiently visiting all the cities on the map.  Good fun."
154975,45315,7,"Unusual game that I've only played once, so I'm not quite sure what to think about it. Basic theme is creating nasty dungeons for various heroes to try their luck (you being the dungeon lord). Very original, but strange. "
120735,27162,6,"Simple dice allocation game with a small ""tech tree"", gateway style, nothing ground breaking  [+] fast-paced, easy to teach, the allocation mechanism offers some choices (sometimes, not always), the ""tech tree"" is good [-] few ways to mitigate bad rolls, the ""attack"" at end of year is very unsatisfying. Most of the time, year 1-4 the king dice plus a few developpements are enough to make it a non-threat. only the last year seems to matter, and even there a good king roll will destroy any tension. "
45577,45,7,"Classic bluffing game, that is great with the right people. Not a fan of player elimination though. "
148902,27225,7.5,"Fun and really quick, we usually play a round or two after playing a really long game of something."
182945,55670,3,"Least favorite Feld by a landslide."
56523,21790,7,"Thurn & Taxis has the same face-up/face-down card drawing as Ticket to Ride but feels more different to it than I expected. There's no set collection and you're not really building a network. As a result, I don't think it's nearly as good as TTR as a non-gamers' game, but I did enjoy my two 2-player games and am interested to try it with more."
88638,88,7,"A very well made area control game that is bit on the abstract side. I only played the advanced game as I hear that is the better way to play. Enjoyed my first play and looking forward to optimizing my moves next time I play. Castle pieces are really awesome! "
39011,68448,9,"All plays for all games are estimates. i dont really keep an up to date list. "
132375,43443,9,"This is good fun, inspiring lots of goofy table talk and camaraderie. It works well solitaire, but in that form it's dependent mostly on luck. Playing with multiple players gives a greater mix of tactics to dilute the luck. The excellent expansion adds a ton of stuff to the mix, making it a much more hectic and exciting game. In our last game I felt we were doomed the whole time, but we ended up winning with only the wizard's tower remaining. It was most satisfying."
141767,171,7,"ah the classics"
143858,66188,5,"Quite mechanical game, also a bit unbalanced in the basic setting. Most probably the expansions do a bit of rebalancing as far as I have heard though, so dunno."
186004,2921,4,"This was fun when I was little.  Now that I'm well into my own game of Life, I don't feel the urge to find a pink plastic mate and spin-and-move my way across the board any more."
143017,21348,5,"Loved it at first, then went off it. Find it dull now, lovely pieces though. "
125982,50381,6,"I have to give this the exact same rating as apples to apples because at the end of the day, they are very much the same. Cards against humanity is just the NC-17 version of the game. While it is good for a laugh, after a while the humor starts to wear thin. Highly group dependent. "
109019,521,9,"Expensive game, but easy to recoup the cost. It is always a big hit with family and non gamers. In addition, it looks nice hanging in the wall."
20668,17133,9,"Really like this game.  Different enough from Age of Steam to play both and have a different experience.  Would use this game to introduce people to train games after they find Ticket to Ride too easy. "
148264,4390,7,"A lot of people have changed their preference to this stand alone game. I prefer standard Carcassonne still."
182036,63888,8,"Innovation for the win. I am always surprised by people reactions to this masterpiece. It's too chaotic! It's not thematic! It's ugly! There's no strategy! I guess that living in a society with the attention span of a microbe doesn't help. Reality is this game wants you to innovate. Getting stuck with the same combo for 2 turns its a recipe for disaster. You have to constantly change ad adapt your strategy, embrace chaos and dig into those decks! You may come up with the right solution for your problems...a real Innovation! Can't give this one enough praise. Avoid with 4p, 3p only with people that know the game and like it!"
430,15363,7,"I should hate this game for it's war-ness and randomness, but it is quick, the mission cards mean you are not just destroying someone for no real reason, and most of all it is FUN. "
94635,91312,7,"The first time I played I had a bit of a ""meh"" opinion of this game. However now I have played it a couple more times and understand the rules better I have really enjoyed it. You don't need to have read the books to understand the game rules (well I don't think you do anyway). If you have played it once and am still unsure I would suggest you play with the maxium number of people several more times before you disregard it. "
49057,131357,10,"Print & Play as well as regular copy."
157005,45315,10,"Rating after inaugural play.  Seemed very fun (though I got crushed), and I love the sense of humor.   Bumping up to a full 9 after second play.  Even though I got crushed again...  Edit:  Now my first 10. My favorite game of the moment."
25877,35677,8,"Good game.  About as good as Agricola but not as good for new players.  Not as pretty either, though a smaller footprint."
189884,100901,9,"Co-operative game of rescuing people from a burning building."
319,36218,5,"Very nice card game, different every time, various strategies."
165139,71,4,"In a game this long I want to be able to make long-term plans, but the random disasters affect the game too much compared to what I can do myself. Another quirk is that it becomes impossible to win the game if you buy too many cheap advances. I'm not a fan of this kind of trading either."
114256,136888,7.5,"seems to need the expansion"
174555,483,1,"Reading the comments around this one will give you a fair idea as to why I hate this game: massive length, brain-deadening tedium and more bitter betrayal than a George R R Martin novel. What everyone has failed to consider though are the trees who gave their lives for this monstrosity. They could've been made into fine literature, a house or even another board game. But no. Condemned to Diplomacy. It'd be like being made into Spam. "
76934,110327,8,"Cost: $54.11 "
145952,108745,8.5,"This gets better with each play. Fairly fast and always interesting. Working out well as a two-player with my wife. The theme is ridiculous. I don't even think about it. My rating would be higher if I felt for a moment that I was a magician in a tournament. But, I really don't care. I like the interactions of the cards and I like the components (meaty dice :)Good competitive play, but not nasty ""take that!""--which my wife would not like."
100668,143884,8,"Very fun little filler.  Bonus point because both of my teenage daughters LOVE it.  Our wins are about even, too.  It's the perfect repeat-play gem!"
167368,134342,8,"Found this on eBay for a tenner, postage included, as the box had been opened. Turns out one card is missing, as well as a couple of small building tokens, but the game is otherwise in perfect condition. I'm a bit annoyed about the missing card, but it's not the end of the world... For the price, it's still a good deal. "
110156,2655,10,"WOW!  Just played this one through for a few days...only three words can sum up my feelings at this point: DESTINED FOR GREATNESS."
116712,73761,8,"A game that is nice and gets tenser as climbers progress trough the K2. Well done, similar to Jamaica, but way less randomness, more calculations and great theme as well."
88230,73761,8,"An excellent racing game. A marathon, not a sprint. Would like to play again"
67569,2223,2.5,"I enjoyed playing this game with friends that forgot to say Uno when I was little. Played this game again recently and never want to play it again."
25722,13,8,"Total classic and still makes it to the table often. Great game for beginners who don't mind a lot of ""luck"" factor in a game. Not something I play when heavier gamers are available, but wife and some friends still love it and I always enjoy it."
110192,13,5,"Very friendly to non-gamers, but I'd personally like more direct confrontation ... highly replayable though."
155065,102794,7,"Not as good as Agricola. I don't understand why it is rated more highly. Doesn't have the variety that Agricola has with the cards. SOLD."
72684,31594,8,"Planning is key. Excellent 5-player game."
106867,14996,8,"Play this one regularly.  Quick and easy to play.  New gamers really enjoy this one."
24580,24068,8,"Left in Canada."
67558,4098,8,"AoS is probably the best railroad game I own. The bits are expedient, the grafics are not up-to-date, but the game play is good. I prefer to play AoS instead of '1829' or other RR-games."
181475,483,6,"Love the backstabbing, but game takes too long.  me"
171351,699,4,"Rules read, not yet played. Pretty neat looking system but really a low-level Dungeon crawl probably better for teens or beginners. System could be adapted quite easy for improvements which I will try but overall this will get a rating no higher than 6 as I see it and maybe a 5 with no changes.  Update: Well I finally got to play this and yeah it is quite dated. It's really a cool system bringing the D&D basics to a board game that I would have loved when I was like age 7 to 12 (albeit when this came out I was already too old to really enjoy it) which is really the age group I recommend it for, adults should look elsewhere like WHQ.   The base game is quite limited w/o expansions as there are only 14 quests included although you could easily design more. Really a neat little system but not enough variety to be interesting for adults, every game feels the same and there is is no meat on the system its just WAY too basic.   House rules could improve this rating as could expansions but with better choices around why bother. High raters influenced by nostalgia should really update their ratings and comments as to not mislead people.   => sold"
15652,826,9,"It seems to be very simple although you have to follow carefully the steps of your mate not to lose, drop behind or give them a chance to beat you. You need fast reconsideration every time when it is your turn because the situation always changes. "
4845,25292,8.5,"Secret Santa 2015. Great pirate-themed game. Combat is a little tricky to understand, but everything else is easy to catch on. Definitely need more plays!"
178273,43111,8,"A fun area control game with a simple combat mechanic and a deviant theme.  I like how the 4 gods have different yet conflicting powers and victory strategies; they mesh quite well together and create some interesting tension.  And the macabre cards add some nice theme and flavor.  The game is even better when you know what the different power's victory conditions are, which is difficult to remember on a first game.  I would gladly play this one again!"
160824,42215,6,"Nice tight mechanism for treasure hunting, but it gets repetitive."
89235,2453,5,"Not a huge fan.  The algorithm seems pretty straightforward."
127588,41114,6,"fun, better then werewolf and mafia because there is no player elimination"
51837,194655,7,"Yes yes, that's what you call a modern classic."
