Orden	Frec.absoluta 	 Frec.normalizada 
2358.	norma 	    6,157	    40.35
2359.	mental 	    6,154	    40.33
2360.	soluciones	    6,151	    40.31
2361.	adecuado 	    6,149	    40.30
2362.	cuánto 	    6,143	    40.26
2363.	santos 	    6,141	    40.25
2364.	amistad 	    6,140	    40.24
2365.	derrota	    6,139	    40.24
2366.	consiguió	    6,138	    40.23
2367.	positivo	    6,138	    40.23
2368.	compañías  	    6,137	    40.22
2369.	ejecución	    6,134	    40.20
2370.	expresó 	    6,127	    40.16
2371.	embajador 	    6,126	    40.15
2372.	tomás 	    6,125	    40.14
2373.	dulce	    6,119	    40.10
2374.	promedio 	    6,115	    40.08
2375.	letras	    6,113	    40.06
2376.	cuesta 	    6,110	    40.05
2377.	academia 	    6,107	    40.03
2378.	mando  	    6,102	    39.99
2379.	costumbre 	    6,098	    39.97
2380.	colectivo	    6,097	    39.96
2381.	piedras	    6,097	    39.96
2382.	rasgos 	    6,090	    39.91
2383.	industriales	    6,089	    39.91
2384.	mía 	    6,087	    39.89
2385.	protesta	    6,087	    39.89
2386.	viajes	    6,086	    39.89
2387.	chica	    6,085	    39.88
2388.	periódicos	    6,085	    39.88
2389.	moneda  	    6,083	    39.87
2390.	órganos 	    6,079	    39.84
2391.	comunicado  	    6,078	    39.84
2392.	mantenimiento 	    6,074	    39.81
2393.	geografía	    6,072	    39.80
2394.	manejo 	    6,072	    39.80
2395.	fría	    6,068	    39.77
2396.	patrimonio	    6,064	    39.74
2397.	exclusivamente 	    6,061	    39.72
2398.	antiguos	    6,060	    39.72
2399.	universidades	    6,058	    39.70
2400.	frecuente	    6,054	    39.68
2401.	oficio	    6,053	    39.67
2402.	ayudar 	    6,050	    39.65
2403.	pedido	    6,048	    39.64
2404.	superar	    6,045	    39.62
2405.	auto	    6,042	    39.60
2406.	relato	    6,038	    39.57
2407.	unido	    6,038	    39.57
2408.	sentado 	    6,037	    39.57
2409.	quisiera	    6,035	    39.55
2410.	detalle	    6,030	    39.52
2411.	quedaron 	    6,024	    39.48
2412.	obligado	    6,017	    39.44
2413.	libres	    6,015	    39.42
2414.	panamá  	    6,012	    39.40
2415.	acabó 	    6,009	    39.38
2416.	aeropuerto	    6,009	    39.38
2417.	pobreza 	    6,007	    39.37
2418.	reflexión	    6,004	    39.35
2419.	cumbre 	    6,002	    39.34
2420.	imaginación 	    6,000	    39.32
2421.	cubano 	    5,997	    39.30
2422.	solar	    5,997	    39.30
2423.	costo	    5,995	    39.29
2424.	hubieran	    5,994	    39.28
2425.	tesis	    5,994	    39.28
2426.	catalán	    5,990	    39.26
2427.	armadas 	    5,988	    39.25
2428.	hice	    5,977	    39.17
2429.	oír	    5,975	    39.16
2430.	dada 	    5,969	    39.12
2431.	estabilidad	    5,966	    39.10
2432.	vaso	    5,965	    39.09
2433.	mecanismo  	    5,960	    39.06
2434.	escribe	    5,958	    39.05
2435.	aprender	    5,957	    39.04
2436.	cambiado 	    5,957	    39.04
2437.	bilbao	    5,954	    39.02
2438.	naturalmente 	    5,954	    39.02
2439.	comandante  	    5,946	    38.97
2440.	potencia	    5,944	    38.96
2441.	toros	    5,944	    38.96
2442.	puro	    5,940	    38.93
2443.	elegir	    5,937	    38.91
2444.	facultad	    5,936	    38.90
2445.	ocupa 	    5,936	    38.90
2446.	patio	    5,935	    38.90
2447.	recuperar	    5,931	    38.87
2448.	corta	    5,930	    38.87
2449.	pase 	    5,929	    38.86
2450.	necesarios 	    5,925	    38.83
2451.	responder 	    5,922	    38.81
2452.	reuniones	    5,922	    38.81
2453.	daño 	    5,920	    38.80
2454.	trabaja	    5,919	    38.79
2455.	promoción 	    5,908	    38.72
2456.	ingredientes	    5,904	    38.69
2457.	descubrir	    5,903	    38.69
2458.	viviendas	    5,903	    38.69
2459.	señal	    5,898	    38.66
2460.	clínica	    5,896	    38.64
2461.	tradicionales	    5,894	    38.63
2462.	loco	    5,892	    38.62
2463.	paseo 	    5,880	    38.54
2464.	arena	    5,876	    38.51
2465.	consideración	    5,876	    38.51
2466.	deberán 	    5,876	    38.51
2467.	esquema  	    5,875	    38.50
2468.	creado 	    5,872	    38.49
2469.	utilizado	    5,866	    38.45
2470.	establecido	    5,865	    38.44
2471.	concierto	    5,860	    38.41
2472.	manifestación	    5,859	    38.40
2473.	enfermos 	    5,857	    38.39
2474.	rechazo 	    5,852	    38.35
2475.	salido	    5,847	    38.32
2476.	dejan	    5,840	    38.28
2477.	israel	    5,837	    38.26
2478.	consciente 	    5,834	    38.24
2479.	propone 	    5,833	    38.23
2480.	manifiesto	    5,832	    38.22
2481.	publicado	    5,832	    38.22
2482.	ejemplos 	    5,829	    38.20
2483.	llamaba 	    5,826	    38.18
2484.	barco	    5,825	    38.18
2485.	usar	    5,824	    38.17
2486.	signo	    5,821	    38.15
2487.	afecta	    5,816	    38.12
2488.	árbol	    5,816	    38.12
2489.	riqueza	    5,813	    38.10
2490.	difusión	    5,812	    38.09
2491.	quiera	    5,811	    38.09
2492.	disciplina	    5,809	    38.07
2493.	vemos 	    5,805	    38.05
2494.	felicidad	    5,804	    38.04
2495.	mejora 	    5,803	    38.03
2496.	dirige	    5,802	    38.03
2497.	correr	    5,795	    37.98
2498.	dimensión 	    5,793	    37.97
2499.	oscar	    5,793	    37.97
2500.	petición	    5,792	    37.96
2501.	transformación	    5,792	    37.96
2502.	notable	    5,789	    37.94
2503.	pista	    5,784	    37.91
2504.	andalucía	    5,779	    37.88
2505.	marta 	    5,775	    37.85
2506.	realizada	    5,774	    37.84
2507.	aplicar	    5,773	    37.84
2508.	cena 	    5,773	    37.84
2509.	eléctrica	    5,767	    37.80
2510.	enviado	    5,765	    37.78
2511.	modos  	    5,763	    37.77
2512.	fortuna	    5,759	    37.74
2513.	conflictos	    5,758	    37.74
2514.	infancia	    5,758	    37.74
2515.	permitió	    5,756	    37.72
2516.	campesinos  	    5,755	    37.72
2517.	tercero	    5,755	    37.72
2518.	desea 	    5,754	    37.71
2519.	sida	    5,753	    37.71
2520.	obligación	    5,752	    37.70
2521.	oriente	    5,752	    37.70
2522.	colección	    5,751	    37.69
2523.	eficaz	    5,751	    37.69
2524.	exceso 	    5,743	    37.64
2525.	evidencia	    5,741	    37.63
2526.	poderes 	    5,741	    37.63
2527.	demostrar 	    5,740	    37.62
2528.	muestran 	    5,740	    37.62
2529.	protagonista	    5,739	    37.61
2530.	alcanza 	    5,733	    37.57
2531.	recuerdos 	    5,728	    37.54
2532.	montaña 	    5,727	    37.53
2533.	dictadura	    5,726	    37.53
2534.	observa	    5,725	    37.52
2535.	indígenas	    5,724	    37.52
2536.	pasan 	    5,720	    37.49
2537.	ortega	    5,719	    37.48
2538.	claridad	    5,717	    37.47
2539.	estuviera	    5,717	    37.47
2540.	consulta	    5,715	    37.46
2541.	financiero	    5,714	    37.45
2542.	inflación	    5,713	    37.44
2543.	senado 	    5,711	    37.43
2544.	tropas	    5,711	    37.43
2545.	mexicana 	    5,708	    37.41
2546.	correspondientes 	    5,699	    37.35
2547.	levantó	    5,695	    37.32
2548.	vuelo	    5,694	    37.32
2549.	imperio	    5,692	    37.31
2550.	gana 	    5,691	    37.30
2551.	agente 	    5,690	    37.29
2552.	respuestas 	    5,682	    37.24
2553.	civiles	    5,677	    37.21
2554.	pierde	    5,676	    37.20
2555.	moderno 	    5,675	    37.19
2556.	homenaje 	    5,672	    37.17
2557.	establecimiento	    5,671	    37.17
2558.	crea	    5,669	    37.15
2559.	fiestas	    5,668	    37.15
2560.	números 	    5,668	    37.15
2561.	controlar	    5,667	    37.14
2562.	tratando	    5,667	    37.14
2563.	intenta	    5,665	    37.13
2564.	circulación	    5,659	    37.09
2565.	reserva	    5,659	    37.09
2566.	silla	    5,659	    37.09
2567.	franceses	    5,657	    37.08
2568.	expresa 	    5,653	    37.05
2569.	escribió	    5,651	    37.04
2570.	virtud	    5,646	    37.00
2571.	satisfacción	    5,645	    37.00
2572.	huevos 	    5,642	    36.98
2573.	vos	    5,638	    36.95
2574.	descenso 	    5,637	    36.94
2575.	terrorismo	    5,635	    36.93
2576.	ecuador 	    5,634	    36.93
2577.	chico	    5,632	    36.91
2578.	segura 	    5,632	    36.91
2579.	contó	    5,629	    36.89
2580.	líderes	    5,627	    36.88
2581.	lentamente 	    5,624	    36.86
2582.	historias	    5,618	    36.82
2583.	galicia	    5,617	    36.81
2584.	acompañado  	    5,615	    36.80
2585.	décadas 	    5,615	    36.80
2586.	reconoció	    5,615	    36.80
2587.	hago 	    5,614	    36.79
2588.	apartado	    5,609	    36.76
2589.	feria	    5,609	    36.76
2590.	rueda	    5,603	    36.72
2591.	usuarios	    5,602	    36.72
2592.	útil	    5,602	    36.72
2593.	emilio	    5,598	    36.69
2594.	cumplimiento 	    5,595	    36.67
2595.	transición	    5,595	    36.67
2596.	campeón  	    5,594	    36.66
2597.	xx	    5,592	    36.65
2598.	verse	    5,582	    36.58
2599.	anteriormente	    5,581	    36.58
2600.	defender	    5,581	    36.58
2601.	cuáles	    5,580	    36.57
2602.	hecha 	    5,578	    36.56
2603.	remedio 	    5,577	    36.55
2604.	ponen 	    5,576	    36.54
2605.	debo 	    5,573	    36.53
2606.	procedimientos 	    5,573	    36.53
2607.	gritos	    5,566	    36.48
2608.	círculo	    5,565	    36.47
2609.	norteamericanos 	    5,564	    36.47
2610.	rojas	    5,562	    36.45
2611.	dirigido	    5,561	    36.45
2612.	delitos	    5,560	    36.44
2613.	avenida	    5,547	    36.35
2614.	alonso	    5,545	    36.34
2615.	obtuvo	    5,543	    36.33
2616.	matar 	    5,536	    36.28
2617.	cortes	    5,532	    36.26
2618.	grados 	    5,528	    36.23
2619.	previamente 	    5,521	    36.18
2620.	publicación	    5,521	    36.18
2621.	aprendizaje	    5,517	    36.16
2622.	motor 	    5,515	    36.15
2623.	crítico	    5,514	    36.14
2624.	señores 	    5,512	    36.13
2625.	muchacha  	    5,508	    36.10
2626.	rumbo 	    5,506	    36.09
2627.	trato	    5,502	    36.06
2628.	arquitectura	    5,501	    36.05
2629.	querer	    5,499	    36.04
2630.	encargado 	    5,498	    36.03
2631.	pensé 	    5,496	    36.02
2632.	distrito	    5,495	    36.01
2633.	rápida	    5,494	    36.01
2634.	ay	    5,491	    35.99
2635.	campeonato  	    5,491	    35.99
2636.	gabriel	    5,479	    35.91
2637.	maestros 	    5,479	    35.91
2638.	reformas	    5,478	    35.90
2639.	explotación	    5,474	    35.88
2640.	católica	    5,469	    35.84
2641.	contenidos 	    5,469	    35.84
2642.	sustancias 	    5,469	    35.84
2643.	regresar	    5,458	    35.77
2644.	formado 	    5,457	    35.76
2645.	creía	    5,456	    35.76
2646.	juzgado 	    5,455	    35.75
2647.	bolivia	    5,446	    35.69
2648.	famoso 	    5,446	    35.69
2649.	avance 	    5,445	    35.69
2650.	particulares	    5,445	    35.69
2651.	usa 	    5,443	    35.67
2652.	cerrar	    5,440	    35.65
2653.	aprobación 	    5,438	    35.64
2654.	llamadas 	    5,438	    35.64
2655.	termina	    5,437	    35.63
2656.	borde	    5,436	    35.63
2657.	fenómenos  	    5,431	    35.59
2658.	of	    5,430	    35.59
2659.	metro 	    5,429	    35.58
2660.	corrientes	    5,427	    35.57
2661.	dedicado 	    5,423	    35.54
2662.	zaragoza 	    5,422	    35.54
2663.	creen	    5,421	    35.53
2664.	continente	    5,419	    35.52
2665.	ventajas	    5,419	    35.52
2666.	clásico	    5,418	    35.51
2667.	orquesta	    5,417	    35.50
2668.	oye 	    5,417	    35.50
2669.	analizar	    5,416	    35.50
2670.	ernesto	    5,412	    35.47
2671.	cuentan 	    5,410	    35.46
2672.	diarios	    5,410	    35.46
2673.	dueño 	    5,403	    35.41
2674.	actitudes	    5,399	    35.38
2675.	bajar	    5,397	    35.37
2676.	telefónica	    5,396	    35.37
2677.	rusia	    5,395	    35.36
2678.	coalición	    5,394	    35.35
2679.	gustaría	    5,389	    35.32
2680.	cerrado	    5,385	    35.29
2681.	descubierto	    5,381	    35.27
2682.	urbano 	    5,380	    35.26
2683.	atentado	    5,373	    35.21
2684.	deportivo	    5,372	    35.21
2685.	viendo	    5,372	    35.21
2686.	órgano 	    5,370	    35.19
2687.	asociaciones 	    5,365	    35.16
2688.	instalación	    5,362	    35.14
2689.	hombros 	    5,360	    35.13
2690.	introducción	    5,358	    35.12
2691.	demostrado 	    5,355	    35.10
2692.	determinados 	    5,354	    35.09
2693.	mostrar	    5,352	    35.08
2694.	atmósfera 	    5,351	    35.07
2695.	gentes 	    5,349	    35.06
2696.	moreno 	    5,347	    35.04
2697.	sabido	    5,347	    35.04
2698.	diga	    5,344	    35.02
2699.	vender	    5,343	    35.02
2700.	dejaba	    5,342	    35.01
2701.	polémica 	    5,339	    34.99
2702.	guillermo	    5,338	    34.98
2703.	vacaciones 	    5,333	    34.95
2704.	vidas	    5,331	    34.94
2705.	mediados 	    5,330	    34.93
2706.	subir	    5,330	    34.93
2707.	iniciar	    5,328	    34.92
2708.	droga	    5,323	    34.89
2709.	iv	    5,320	    34.87
2710.	asegurar	    5,319	    34.86
2711.	entusiasmo 	    5,318	    34.85
2712.	prestigio	    5,317	    34.85
2713.	centrales	    5,316	    34.84
2714.	edificios	    5,316	    34.84
2715.	contestó	    5,313	    34.82
2716.	extraña	    5,313	    34.82
2717.	signos	    5,312	    34.81
2718.	cristo	    5,311	    34.81
2719.	permitir	    5,311	    34.81
2720.	sensibilidad	    5,305	    34.77
2721.	lógico	    5,304	    34.76
2722.	terminado 	    5,302	    34.75
2723.	bar	    5,301	    34.74
2724.	comenzaron  	    5,298	    34.72
2725.	ciudadano 	    5,296	    34.71
2726.	actuaciones 	    5,293	    34.69
2727.	particularmente	    5,286	    34.64
2728.	especialistas	    5,285	    34.64
2729.	canciones 	    5,280	    34.60
2730.	golpes	    5,277	    34.59
2731.	pertenece 	    5,277	    34.59
2732.	legislación	    5,276	    34.58
2733.	delegación	    5,273	    34.56
2734.	anoche 	    5,270	    34.54
2735.	dignidad	    5,269	    34.53
2736.	armada 	    5,266	    34.51
2737.	unidas	    5,260	    34.47
2738.	citado	    5,256	    34.45
2739.	conveniente	    5,256	    34.45
2740.	empresario 	    5,256	    34.45
2741.	llaman	    5,253	    34.43
2742.	presos 	    5,252	    34.42
2743.	expansión 	    5,248	    34.39
2744.	radical	    5,248	    34.39
2745.	advirtió	    5,243	    34.36
2746.	tomando 	    5,243	    34.36
2747.	comenzar  	    5,242	    34.36
2748.	conforme 	    5,239	    34.34
2749.	detenidos	    5,239	    34.34
2750.	deseos 	    5,234	    34.30
2751.	impulso 	    5,228	    34.26
2752.	dispone 	    5,227	    34.26
2753.	necesarias 	    5,223	    34.23
2754.	esquina 	    5,221	    34.22
2755.	productores	    5,220	    34.21
2756.	ponerse 	    5,218	    34.20
2757.	destaca 	    5,217	    34.19
2758.	mantuvo 	    5,215	    34.18
2759.	cola	    5,210	    34.15
2760.	tuviera	    5,210	    34.15
2761.	inmediata	    5,206	    34.12
2762.	mexicanos  	    5,206	    34.12
2763.	socios	    5,206	    34.12
2764.	bajas	    5,205	    34.11
2765.	informes	    5,205	    34.11
2766.	romero 	    5,204	    34.11
2767.	jefes	    5,203	    34.10
2768.	argumento 	    5,202	    34.09
2769.	cultivo	    5,201	    34.09
2770.	vivía	    5,200	    34.08
2771.	opiniones	    5,199	    34.07
2772.	reloj	    5,199	    34.07
2773.	in	    5,198	    34.07
2774.	habido	    5,195	    34.05
2775.	riesgos	    5,190	    34.01
2776.	meta 	    5,188	    34.00
2777.	gonzalo 	    5,187	    34.00
2778.	laboratorio	    5,184	    33.98
2779.	comunicaciones  	    5,183	    33.97
2780.	medias 	    5,177	    33.93
2781.	elena	    5,176	    33.92
2782.	escolar	    5,175	    33.92
2783.	danza 	    5,173	    33.90
2784.	terrible	    5,172	    33.90
2785.	notas	    5,171	    33.89
2786.	entero	    5,169	    33.88
2787.	suave 	    5,168	    33.87
2788.	alejandro	    5,167	    33.86
2789.	activa	    5,161	    33.82
2790.	dirigida	    5,159	    33.81
2791.	eje	    5,157	    33.80
2792.	variedad	    5,157	    33.80
2793.	fácilmente	    5,156	    33.79
2794.	canción 	    5,154	    33.78
2795.	cantidades 	    5,154	    33.78
2796.	orientación	    5,144	    33.71
2797.	fotos	    5,141	    33.69
2798.	definir	    5,137	    33.67
2799.	masas  	    5,135	    33.65
2800.	tabaco 	    5,134	    33.65
2801.	aventura	    5,130	    33.62
2802.	próximas 	    5,129	    33.61
2803.	pude 	    5,129	    33.61
2804.	llegaba	    5,127	    33.60
2805.	conocidos 	    5,126	    33.60
2806.	raíces	    5,122	    33.57
2807.	gravedad 	    5,121	    33.56
2808.	blancos 	    5,119	    33.55
2809.	gabinete	    5,113	    33.51
2810.	alfredo	    5,112	    33.50
2811.	municipio	    5,100	    33.42
2812.	arroz	    5,098	    33.41
2813.	potencial	    5,097	    33.41
2814.	islas	    5,096	    33.40
2815.	goles	    5,094	    33.39
2816.	oportunidades 	    5,093	    33.38
2817.	estuvieron	    5,090	    33.36
2818.	caballero	    5,084	    33.32
2819.	colocar	    5,084	    33.32
2820.	comentarios 	    5,084	    33.32
2821.	profundidad	    5,084	    33.32
2822.	comprensión 	    5,083	    33.31
2823.	panorama  	    5,081	    33.30
2824.	otan	    5,080	    33.29
2825.	revolucionario	    5,080	    33.29
2826.	síntesis	    5,080	    33.29
2827.	seno 	    5,078	    33.28
2828.	anda 	    5,076	    33.27
2829.	dependencia 	    5,076	    33.27
2830.	primavera	    5,076	    33.27
2831.	aumenta 	    5,071	    33.23
2832.	manifiesta	    5,071	    33.23
2833.	fruto	    5,069	    33.22
2834.	brillante	    5,062	    33.18
2835.	sindicato	    5,062	    33.18
2836.	fechas	    5,060	    33.16
2837.	torre	    5,060	    33.16
2838.	oscuridad	    5,058	    33.15
2839.	anuncio 	    5,056	    33.14
2840.	intelectuales	    5,055	    33.13
2841.	ampliación	    5,053	    33.12
2842.	conservación 	    5,048	    33.08
2843.	inicia	    5,046	    33.07
2844.	alcanzó 	    5,045	    33.06
2845.	teniente	    5,045	    33.06
2846.	demuestra 	    5,042	    33.04
2847.	salas	    5,040	    33.03
2848.	vital	    5,038	    33.02
2849.	pudieron	    5,033	    32.99
2850.	carreras	    5,032	    32.98
2851.	sabor	    5,031	    32.97
2852.	combate 	    5,028	    32.95
2853.	efectivamente	    5,028	    32.95
2854.	lágrimas	    5,025	    32.93
2855.	disminución 	    5,021	    32.91
2856.	plantea	    5,021	    32.91
2857.	provincial	    5,020	    32.90
2858.	miraba 	    5,014	    32.86
2859.	caracas 	    5,012	    32.85
2860.	situado	    5,012	    32.85
2861.	caballos	    5,008	    32.82
2862.	proteínas	    5,008	    32.82
2863.	biblioteca	    5,006	    32.81
2864.	recientes	    5,006	    32.81
2865.	afuera	    5,004	    32.80
2866.	jiménez 	    5,002	    32.78
2867.	tasas	    5,001	    32.78
2868.	levanta	    4,998	    32.76
2869.	cuarta	    4,995	    32.74
2870.	taza	    4,995	    32.74
2871.	conclusiones 	    4,988	    32.69
2872.	necesitan	    4,987	    32.68
2873.	negativa	    4,987	    32.68
2874.	dieta	    4,986	    32.68
2875.	alcanzado 	    4,985	    32.67
2876.	andar	    4,982	    32.65
2877.	destacó 	    4,980	    32.64
2878.	pilar	    4,980	    32.64
2879.	flor	    4,979	    32.63
2880.	suficientes	    4,979	    32.63
2881.	existentes	    4,977	    32.62
2882.	utilizan	    4,976	    32.61
2883.	ceremonia 	    4,973	    32.59
2884.	ése 	    4,972	    32.59
2885.	abogados 	    4,971	    32.58
2886.	mantienen 	    4,969	    32.57
2887.	castellano	    4,965	    32.54
2888.	vivido	    4,965	    32.54
2889.	representan	    4,964	    32.53
2890.	cámaras 	    4,959	    32.50
2891.	aparecer	    4,955	    32.47
2892.	dioses	    4,953	    32.46
2893.	programación 	    4,953	    32.46
2894.	bogotá 	    4,945	    32.41
2895.	médica 	    4,944	    32.40
2896.	opciones 	    4,942	    32.39
2897.	permiso 	    4,941	    32.38
2898.	verdes	    4,941	    32.38
2899.	mensajes 	    4,938	    32.36
2900.	participantes	    4,936	    32.35
2901.	sacó 	    4,935	    32.34
2902.	profesión	    4,933	    32.33
2903.	senador 	    4,932	    32.32
2904.	alvarez	    4,928	    32.30
2905.	convocatoria	    4,927	    32.29
2906.	largas	    4,926	    32.28
2907.	afirmar	    4,925	    32.28
2908.	arma 	    4,919	    32.24
2909.	americano 	    4,915	    32.21
2910.	provincias	    4,911	    32.19
2911.	cuantos 	    4,906	    32.15
2912.	proporción	    4,906	    32.15
2913.	rival	    4,906	    32.15
2914.	angustia	    4,905	    32.15
2915.	escasa 	    4,905	    32.15
2916.	largos	    4,904	    32.14
2917.	granada 	    4,902	    32.13
2918.	destrucción	    4,900	    32.11
2919.	europeas 	    4,899	    32.11
2920.	podríamos 	    4,899	    32.11
2921.	celebración	    4,898	    32.10
2922.	traje	    4,898	    32.10
2923.	parecían	    4,895	    32.08
2924.	jurídico	    4,894	    32.07
2925.	techo	    4,894	    32.07
2926.	elevado	    4,890	    32.05
2927.	financiera	    4,888	    32.04
2928.	jean	    4,884	    32.01
2929.	utilizando	    4,884	    32.01
2930.	cubrir	    4,883	    32.00
2931.	descanso 	    4,883	    32.00
2932.	percepción 	    4,883	    32.00
2933.	iu	    4,877	    31.96
2934.	bosque 	    4,876	    31.96
2935.	continuidad	    4,874	    31.94
2936.	británico	    4,873	    31.94
2937.	financiación	    4,873	    31.94
2938.	bienestar	    4,870	    31.92
2939.	afectados	    4,869	    31.91
2940.	consejero	    4,867	    31.90
2941.	dé	    4,864	    31.88
2942.	diría	    4,863	    31.87
2943.	descubrimiento 	    4,862	    31.86
2944.	escándalo 	    4,862	    31.86
2945.	estancia	    4,860	    31.85
2946.	seguros 	    4,858	    31.84
2947.	argumentos 	    4,857	    31.83
2948.	espero 	    4,854	    31.81
2949.	deportes	    4,853	    31.81
2950.	informa	    4,850	    31.79
2951.	preparado 	    4,850	    31.79
2952.	negó 	    4,849	    31.78
2953.	añadir	    4,848	    31.77
2954.	corona 	    4,848	    31.77
2955.	cabezas 	    4,847	    31.77
2956.	cadáver	    4,847	    31.77
2957.	iguales	    4,846	    31.76
2958.	pendiente	    4,843	    31.74
2959.	relacionados	    4,843	    31.74
2960.	abuelo	    4,841	    31.73
2961.	decirle	    4,841	    31.73
2962.	normalmente  	    4,841	    31.73
2963.	oficinas	    4,841	    31.73
2964.	revisión	    4,839	    31.71
2965.	frecuentes	    4,833	    31.67
2966.	institucional	    4,833	    31.67
2967.	cae 	    4,832	    31.67
2968.	previa	    4,831	    31.66
2969.	ricos	    4,831	    31.66
2970.	símbolo 	    4,829	    31.65
2971.	sostiene	    4,828	    31.64
2972.	capa 	    4,826	    31.63
2973.	temporal	    4,825	    31.62
2974.	vigilancia	    4,825	    31.62
2975.	mínima 	    4,824	    31.62
2976.	columna 	    4,823	    31.61
2977.	ves	    4,823	    31.61
2978.	ofrecen	    4,822	    31.60
2979.	acababa 	    4,821	    31.60
2980.	determinada 	    4,821	    31.60
2981.	ciu	    4,818	    31.58
2982.	salsa	    4,818	    31.58
2983.	ruta	    4,815	    31.56
2984.	cursos 	    4,812	    31.54
2985.	huesos 	    4,811	    31.53
2986.	permitido	    4,811	    31.53
2987.	difíciles	    4,810	    31.52
2988.	amiga 	    4,809	    31.52
2989.	observación	    4,807	    31.50
2990.	escritores	    4,806	    31.50
2991.	asumir 	    4,802	    31.47
2992.	sufrido	    4,802	    31.47
2993.	setenta	    4,800	    31.46
2994.	dejaron	    4,798	    31.45
2995.	guía	    4,798	    31.45
2996.	haría	    4,795	    31.43
2997.	nervioso	    4,794	    31.42
2998.	vivos	    4,793	    31.41
2999.	dimensiones 	    4,791	    31.40
3000.	atender	    4,790	    31.39
3001.	contratos	    4,789	    31.39
3002.	fidel	    4,789	    31.39
3003.	bandera 	    4,788	    31.38
3004.	quedarse 	    4,785	    31.36
3005.	regular	    4,784	    31.35
3006.	india	    4,780	    31.33
3007.	presupuestos 	    4,779	    31.32
3008.	rendimiento	    4,779	    31.32
3009.	igualdad	    4,778	    31.31
3010.	tocar	    4,776	    31.30
3011.	jurídica	    4,775	    31.29
3012.	confusión	    4,774	    31.29
3013.	sufrir	    4,774	    31.29
3014.	descripción	    4,773	    31.28
3015.	ilusión	    4,772	    31.27
3016.	bajos	    4,771	    31.27
3017.	actriz	    4,768	    31.25
3018.	perfil	    4,765	    31.23
3019.	malos 	    4,763	    31.22
3020.	consideró	    4,760	    31.20
3021.	posiblemente 	    4,757	    31.18
3022.	tiro	    4,755	    31.16
3023.	colonia	    4,752	    31.14
3024.	premios 	    4,752	    31.14
3025.	espectadores 	    4,750	    31.13
3026.	banesto 	    4,746	    31.10
3027.	dedo 	    4,746	    31.10
3028.	determinadas 	    4,746	    31.10
3029.	humo 	    4,745	    31.10
3030.	sujetos	    4,743	    31.08
3031.	oeste	    4,739	    31.06
3032.	espaldas 	    4,736	    31.04
3033.	gira	    4,735	    31.03
3034.	hoja	    4,735	    31.03
3035.	integrantes	    4,734	    31.03
3036.	rural	    4,731	    31.01
3037.	nariz	    4,729	    30.99
3038.	esencia 	    4,728	    30.99
3039.	cura	    4,727	    30.98
3040.	reducido	    4,727	    30.98
3041.	perfecto	    4,722	    30.95
3042.	intentó	    4,720	    30.93
3043.	gustavo	    4,719	    30.93
3044.	básicos 	    4,716	    30.91
3045.	enemigos 	    4,715	    30.90
3046.	muestras 	    4,714	    30.89
3047.	insistió	    4,713	    30.89
3048.	letra	    4,709	    30.86
3049.	pescado 	    4,707	    30.85
3050.	automóvil	    4,706	    30.84
3051.	testigos	    4,706	    30.84
3052.	toneladas	    4,706	    30.84
3053.	fama 	    4,705	    30.84
3054.	impedir	    4,704	    30.83
3055.	eliminar	    4,702	    30.82
3056.	facilidad	    4,697	    30.78
3057.	templo 	    4,695	    30.77
3058.	reservas	    4,694	    30.76
3059.	iglesias	    4,692	    30.75
3060.	privadas	    4,692	    30.75
3061.	logra	    4,691	    30.74
3062.	necesariamente 	    4,689	    30.73
3063.	ofreció	    4,689	    30.73
3064.	ue	    4,688	    30.72
3065.	electorales	    4,687	    30.72
3066.	existir	    4,687	    30.72
3067.	ópera	    4,682	    30.68
3068.	emoción 	    4,679	    30.67
3069.	testigo	    4,679	    30.67
3070.	maneras 	    4,678	    30.66
3071.	dato	    4,674	    30.63
3072.	ácido	    4,673	    30.63
3073.	banca 	    4,670	    30.61
3074.	formal	    4,670	    30.61
3075.	canto	    4,669	    30.60
3076.	identificación	    4,669	    30.60
3077.	directiva	    4,667	    30.59
3078.	relativamente	    4,666	    30.58
3079.	preparar	    4,661	    30.55
3080.	blancas 	    4,660	    30.54
3081.	destacar	    4,660	    30.54
3082.	julián	    4,660	    30.54
3083.	núcleo	    4,659	    30.53
3084.	frases	    4,652	    30.49
3085.	hiciera	    4,652	    30.49
3086.	sencillo	    4,652	    30.49
3087.	colectiva	    4,650	    30.48
3088.	femenino 	    4,650	    30.48
3089.	cristal	    4,649	    30.47
3090.	seco 	    4,649	    30.47
3091.	débil	    4,648	    30.46
3092.	cebolla	    4,647	    30.46
3093.	federico	    4,646	    30.45
3094.	consigue 	    4,644	    30.44
3095.	religiosa	    4,644	    30.44
3096.	pérdidas	    4,643	    30.43
3097.	realizan	    4,642	    30.42
3098.	plato	    4,641	    30.42
3099.	curiosidad	    4,638	    30.40
3100.	instancia	    4,638	    30.40
3101.	monte 	    4,637	    30.39
3102.	ética	    4,636	    30.38
3103.	química 	    4,633	    30.36
3104.	hablado 	    4,632	    30.36
3105.	permita	    4,630	    30.34
3106.	merece 	    4,628	    30.33
3107.	salen	    4,626	    30.32
3108.	pujol	    4,622	    30.29
3109.	cientos	    4,619	    30.27
3110.	desarrollado	    4,613	    30.23
